#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-07-23T20:37:43 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d376ff99188	
#INFO	-out.max=unlimited	
#INFO	queryParameters=30	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/MNRAS/423/2966&tab:{J/MNRAS/423/2966/stars}&key:source=J/MNRAS/423/2966&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/MNRAS/423/2966/stars
#-order=I
#-out=[IHA2007]
#-out=RAJ2000
#-out=DEJ2000
#-out=Per
#-out=Vmag
#-out=Icmag
#-out=Kmag
#-out=SNR
#-out=RV
#-out=l_vsini
#-out=vsini
#-out=Mm
#-out=logL
#-out=amp
#-out=tc
#-out=logR
#-out=W(Ca)1
#-out=W(Ca)2
#-out=logR'1
#-out=Mass
#-out=I07
#
#
#RESOURCE=yCat_74232966
#Name: J/MNRAS/423/2966
#Title: Low-mass stars spectroscopy in NGC 2516 (Jackson+, 2012)
#Table	J_MNRAS_423_2966_stars:
#Name: J/MNRAS/423/2966/stars
#Title: Velocity data, chromospheric activity indices  and related data for targets in NGC 2516
#Column	[IHA2007]	(A8)	Identification number, N-N-NNNN, <[IHA2007] 2516-N-N-NNNN> in Simbad	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Per	(F6.3)	? Modulation period	[ucd=time.period]
#Column	Vmag	(F5.2)	V magnitude	[ucd=phot.mag;em.opt.V]
#Column	Icmag	(F5.2)	Cousins C magnitude	[ucd=phot.mag;em.opt.I]
#Column	Kmag	(F5.2)	? CIT K magnitude (1)	[ucd=phot.mag;em.IR.K]
#Column	SNR	(I2)	Signal-to-noise ratio	[ucd=stat.snr]
#Column	RV	(F6.2)	Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	l_vsini	(A1)	Limit flag on vsini	[ucd=meta.code.error;phys.veloc.rotat]
#Column	vsini	(F5.1)	Rotational velocity	[ucd=phys.veloc.rotat]
#Column	Mm	(A1)	[*] * for non-members	[ucd=meta.note]
#Column	logL	(F5.2)	Luminosity	[ucd=phys.luminosity]
#Column	amp	(F6.3)	? sine amplitude (light curve amplitude)	[ucd=src.var.amplitude]
#Column	tc	(I3)	Convective turn-over time {tau}_c_	[ucd=em.freq;src.var]
#Column	logR	(F5.2)	? Rossby number	[ucd=stat.param]
#Column	W(Ca)1	(F5.2)	Ca 8498{AA} equivalent width	[ucd=spect.line.eqWidth]
#Column	W(Ca)2	(F5.2)	Ca 8542{AA} equivalent width	[ucd=spect.line.eqWidth]
#Column	logR'1	(F5.2)	? Activity index from Ca8488	[ucd=stat.param]
#Column	Mass	(F5.2)	Mass	[ucd=phys.mass]
#Column	I07	(I3)	Display the data from Irwin et al., 2007, Cat. J/MNRAS/377/741 [NULL integer written as an empty string]	[ucd=meta.ref.url]
#[IHA2007]	RAJ2000	DEJ2000	Per	Vmag	Icmag	Kmag	SNR	RV	l_vsini	vsini	Mm	logL	amp	tc	logR	W(Ca)1	W(Ca)2	logR'1	Mass	I07
# 	"h:m:s"	"d:m:s"	d	mag	mag	mag	 	km/s	 	km/s	 	[Lsun]	mag	d	[-]	0.1nm	0.1nm	[-]	Msun	
#--------	-----------	------------	------	-----	-----	-----	--	------	-	-----	-	-----	------	---	-----	-----	-----	-----	-----	---
2-8-226 	08 01 27.59	-60 31 40.97	      	16.64	14.72	13.55	21	 43.80	<	  8.0	*	-0.96	      	 38	     	-0.08	-0.05	     	 0.67	  0
3-1-1124	07 51 39.09	-61 06 40.95	      	20.81	17.94	15.39	 6	 58.81	<	  8.0	*	-2.16	      	152	     	-0.02	-0.21	     	 0.22	  0
3-1-1370	07 51 49.31	-61 13 36.76	      	16.63	14.65	12.62	43	  6.92	<	  8.0	*	-0.92	      	 36	     	 0.15	 0.20	-4.96	 0.68	  0
3-1-1526	07 51 54.82	-61 11 54.31	      	16.06	14.66	13.00	42	 43.76	<	  8.0	*	-0.95	      	 38	     	-0.03	-0.01	     	 0.68	  0
3-1-1583	07 51 56.64	-61 09 34.10	 0.518	18.95	16.17	13.89	20	  1.28	 	 41.0	 	-1.46	 0.014	 68	-2.12	 0.38	 0.46	-4.58	 0.47	  1
3-1-2130	07 52 15.81	-61 09 14.31	      	20.51	17.71	14.98	 7	  1.46	 	 11.9	 	-2.08	      	138	     	-0.13	 0.00	     	 0.24	  0
3-1-2177	07 52 17.37	-61 05 48.91	      	20.79	17.81	15.05	 6	 26.76	<	  8.0	*	-2.09	      	140	     	-0.04	-0.11	     	 0.23	  0
3-1-2182	07 52 17.97	-61 10 51.80	 0.737	20.74	17.78	15.03	 6	  0.05	 	 28.8	 	-2.08	 0.014	139	-2.27	 0.05	 0.34	-5.51	 0.23	  1
3-1-2230	07 52 20.76	-61 14 36.40	 0.975	20.05	17.25	14.99	10	  0.54	 	 15.8	 	-1.89	 0.030	111	-2.06	 0.25	 0.29	-4.76	 0.30	  1
3-1-2445	07 52 28.65	-61 06 03.50	 2.904	19.23	16.51	14.31	18	  0.87	 	  9.9	 	-1.61	 0.013	 81	-1.44	 0.39	 0.36	-4.56	 0.42	  1
3-1-2585	07 52 32.38	-61 12 56.70	      	17.04	15.08	13.05	36	  3.06	 	 63.4	 	-1.09	      	 44	     	 0.58	 0.75	-4.36	 0.62	  0
3-1-2640	07 52 35.71	-61 08 42.32	      	20.45	17.47	15.06	10	  3.38	 	 50.9	 	-1.95	      	119	     	 0.46	 0.48	-4.52	 0.27	  0
3-1-2700	07 52 37.25	-61 06 48.11	      	16.30	14.76	13.00	45	 82.56	<	  8.0	*	-1.00	      	 40	     	-0.13	-0.15	     	 0.66	  0
3-1-2703	07 52 37.65	-61 08 34.23	      	19.55	16.59	14.06	16	  0.31	 	 28.1	 	-1.61	      	 80	     	 0.17	 0.26	-4.96	 0.41	  0
3-1-2708	07 52 37.75	-61 05 53.02	      	21.44	18.28	     	 5	  1.04	 	 15.2	 	-2.26	      	169	     	 0.23	 0.29	-4.84	 0.18	  0
3-1-2816	07 52 42.12	-61 11 30.28	      	18.62	16.19	13.94	19	 22.86	<	  8.0	*	-1.51	      	 71	     	 0.03	-0.05	-5.63	 0.47	  0
3-1-288 	07 51 10.75	-61 08 35.10	 1.030	18.43	15.84	13.64	19	  9.84	 	 48.1	*	-1.36	 0.015	 60	-1.77	 0.55	 0.60	-4.40	 0.51	  1
3-1-3066	07 52 50.01	-61 11 27.67	      	19.34	16.57	14.30	16	 17.30	 	  8.2	*	-1.63	      	 82	     	 0.06	 0.05	-5.36	 0.41	  0
3-1-3103	07 52 51.98	-61 12 56.01	      	19.05	16.57	14.28	16	  3.08	<	  8.0	*	-1.66	      	 85	     	-0.04	-0.03	     	 0.41	  0
3-1-3373	07 53 00.35	-61 06 55.39	      	20.39	17.36	15.15	10	 15.94	 	 14.5	*	-1.90	      	113	     	 0.17	 0.25	-4.96	 0.29	  0
3-1-3604	07 53 07.23	-61 06 46.10	11.350	18.39	15.69	13.45	29	 15.36	<	  8.0	*	-1.29	 0.006	 55	-0.69	 0.15	 0.13	-4.96	 0.54	  1
3-1-3674	07 53 10.29	-61 13 07.22	      	21.00	17.76	15.12	 8	  2.39	 	 35.9	 	-2.04	      	132	     	 0.33	 0.25	-4.69	 0.24	  0
3-1-3691	07 53 10.79	-61 10 49.16	      	19.92	17.14	14.72	10	 12.92	 	 16.2	*	-1.85	      	106	     	-0.03	-0.08	     	 0.32	  0
3-1-3911	07 53 17.55	-61 08 18.99	      	20.33	17.37	15.02	10	 18.35	 	 13.1	*	-1.92	      	115	     	 0.10	 0.15	-5.18	 0.29	  0
3-1-3934	07 53 18.45	-61 10 59.93	      	16.94	15.14	13.36	29	 29.37	<	  8.0	*	-1.16	      	 48	     	-0.02	-0.01	     	 0.61	  0
3-1-3941	07 53 18.85	-61 07 42.70	 0.667	19.35	16.63	14.37	17	  0.71	 	 27.1	 	-1.66	 0.029	 85	-2.11	 0.27	 0.36	-4.73	 0.40	  1
3-1-3950	07 53 19.44	-61 12 39.23	      	20.11	17.06	14.49	13	  0.20	 	 27.0	 	-1.78	      	 98	     	 0.24	 0.23	-4.81	 0.34	  0
3-1-4095	07 53 24.37	-61 10 14.70	      	18.65	16.13	13.78	22	  0.03	 	 22.7	 	-1.48	      	 69	     	 0.65	 0.57	-4.32	 0.47	  0
3-1-4112	07 53 24.90	-61 08 19.07	      	20.27	17.22	14.73	11	 23.48	<	  8.0	*	-1.85	      	105	     	 0.17	 0.21	-4.95	 0.31	  0
3-1-4161	07 53 26.90	-61 09 27.90	 0.689	20.98	17.94	15.57	 5	 22.59	 	 23.3	*	-2.14	 0.020	147	-2.33	 0.07	 0.18	-5.37	 0.22	  1
3-1-4200	07 53 28.35	-61 10 13.70	      	19.90	17.24	15.16	 7	 40.40	<	  8.0	*	-1.91	      	113	     	 0.03	-0.02	-5.70	 0.31	  0
3-1-4252	07 53 30.83	-61 10 52.21	      	20.99	17.56	15.42	 6	 31.12	 	 15.8	*	-1.93	      	116	     	-0.22	-0.24	     	 0.26	  0
3-1-719 	07 51 25.82	-61 08 26.79	      	19.99	17.14	14.71	 9	 13.26	 	 19.1	*	-1.84	      	105	     	 0.08	-0.05	-5.29	 0.32	  0
3-1-872 	07 51 30.80	-61 10 16.94	      	21.17	18.00	15.44	 7	  1.57	<	  8.0	 	-2.14	      	148	     	 0.05	-0.08	-5.51	 0.21	  0
3-1-892 	07 51 30.99	-61 07 22.06	      	20.19	17.44	14.91	 8	 40.36	<	  8.0	*	-1.98	      	122	     	 0.02	-0.02	-5.88	 0.28	  0
3-2-1169	07 51 41.23	-61 04 53.16	      	18.07	15.76	13.63	26	 11.79	 	  9.1	*	-1.35	      	 59	     	 0.07	 0.05	-5.31	 0.53	  0
3-2-1409	07 51 48.44	-60 58 53.69	      	19.39	16.83	14.46	12	 35.39	<	  8.0	*	-1.76	      	 95	     	-0.05	-0.07	     	 0.37	  0
3-2-1428	07 51 49.37	-61 05 21.39	      	20.22	17.22	14.54	11	  2.77	 	 29.4	 	-1.85	      	106	     	 0.26	 0.22	-4.76	 0.31	  0
3-2-1709	07 51 58.89	-60 59 18.55	      	20.45	17.58	15.26	 8	 11.37	<	  8.0	*	-2.01	      	128	     	 0.03	 0.06	-5.66	 0.26	  0
3-2-1754	07 52 00.72	-61 02 25.60	 1.054	19.46	16.83	14.57	14	  0.73	 	 27.5	 	-1.75	 0.024	 95	-1.95	 0.34	 0.39	-4.61	 0.37	  1
3-2-1798	07 52 02.01	-61 05 08.92	      	17.89	15.39	13.22	32	 19.62	<	  8.0	*	-1.19	      	 49	     	 0.06	 0.02	-5.33	 0.58	  0
3-2-1830	07 52 03.54	-61 02 04.31	      	20.61	17.66	15.44	 8	  2.65	 	 33.8	 	-2.03	      	131	     	 0.21	 0.53	-4.85	 0.25	  0
3-2-1895	07 52 05.22	-60 59 27.54	      	21.00	17.87	15.06	 5	  0.49	<	  8.0	 	-2.10	      	141	     	 0.14	 0.09	-5.04	 0.22	  0
3-2-2145	07 52 13.76	-61 01 27.25	      	20.45	17.55	14.58	 8	  0.75	 	 37.8	 	-2.00	      	126	     	 0.48	 0.36	-4.49	 0.26	  0
3-2-2387	07 52 22.35	-60 58 44.62	      	19.47	16.76	14.57	14	  5.40	<	  8.0	*	-1.71	      	 90	     	-0.12	-0.05	     	 0.38	  0
3-2-2514	07 52 28.06	-61 04 14.31	      	21.13	18.04	15.63	 6	  1.69	 	 29.1	 	-2.17	      	153	     	 0.20	 0.36	-4.89	 0.20	  0
3-2-2625	07 52 30.16	-60 56 26.03	      	16.13	14.21	13.20	59	 29.65	<	  8.0	*	-0.76	      	 30	     	-0.01	-0.02	     	 0.74	  0
3-2-2921	07 52 41.65	-61 05 16.20	      	19.58	16.76	14.55	14	 12.72	<	  8.0	*	-1.70	      	 89	     	 0.14	 0.01	-5.01	 0.38	  0
3-2-3091	07 52 48.14	-61 02 25.56	      	19.32	16.71	14.49	16	 26.36	<	  8.0	*	-1.70	      	 90	     	 0.02	-0.05	-5.78	 0.39	  0
3-2-3142	07 52 50.19	-61 00 03.00	13.612	17.30	15.26	13.32	31	  0.81	<	  8.0	 	-1.16	 0.010	 48	-0.55	 0.13	 0.18	-5.00	 0.60	  1
3-2-3348	07 52 58.44	-61 03 56.97	      	18.84	16.21	13.90	20	 21.25	<	  8.0	*	-1.50	      	 71	     	-0.02	-0.01	     	 0.46	  0
3-2-3359	07 52 58.88	-61 03 42.60	      	16.30	14.58	12.77	50	 25.60	<	  8.0	*	-0.94	      	 37	     	 0.00	 0.05	-6.60	 0.69	  0
3-2-3733	07 53 12.88	-61 04 02.40	 1.452	19.83	17.07	14.55	12	  0.28	 	 25.2	 	-1.83	 0.013	103	-1.85	 0.28	 0.29	-4.70	 0.33	  1
3-2-3869	07 53 18.51	-61 04 05.44	      	19.99	17.31	15.28	11	 24.43	 	 21.5	*	-1.93	      	117	     	 0.05	-0.04	-5.44	 0.30	  0
3-2-3925	07 53 21.07	-60 58 13.00	 2.515	17.68	15.56	13.35	30	  0.18	<	  8.0	 	-1.28	 0.005	 55	-1.34	 0.76	 0.79	-4.24	 0.55	  1
3-2-3930	07 53 21.64	-61 02 13.00	 2.342	18.15	15.82	13.68	26	  0.21	<	  8.0	 	-1.37	 0.008	 61	-1.41	 0.53	 0.68	-4.41	 0.52	  1
3-2-3954	07 53 23.14	-61 02 42.92	      	16.40	14.37	12.34	55	  0.37	<	  8.0	 	-0.81	      	 32	     	 0.47	 0.58	-4.45	 0.71	  0
3-2-4043	07 53 27.74	-61 00 58.91	      	19.48	16.78	14.49	15	  0.57	 	 21.0	 	-1.72	      	 91	     	 0.45	 0.43	-4.49	 0.38	  0
3-2-588 	07 51 20.90	-61 05 08.30	 0.807	20.39	17.47	14.90	 8	  1.31	 	 25.5	 	-1.96	 0.032	121	-2.17	 0.40	 0.58	-4.57	 0.27	  1
3-2-795 	07 51 27.14	-61 04 49.57	      	15.93	14.43	13.48	43	 20.20	<	  8.0	*	-0.87	      	 34	     	 0.00	 0.01	-6.50	 0.71	  0
3-3-1908	07 52 03.92	-60 55 36.70	 0.707	20.69	17.71	15.82	 7	  0.33	 	 28.9	 	-2.05	 0.020	134	-2.28	 0.25	 0.31	-4.78	 0.24	  1
3-3-2514	07 52 25.85	-60 55 24.41	      	17.82	15.72	13.69	26	 18.25	<	  8.0	*	-1.34	      	 59	     	 0.11	 0.05	-5.08	 0.53	  0
3-3-2975	07 52 39.38	-60 55 40.60	      	17.12	15.19	13.28	34	 23.05	<	  8.0	*	-1.15	      	 47	     	 0.04	 0.03	-5.57	 0.61	  0
3-3-3266	07 52 49.28	-60 55 06.64	      	21.04	18.03	15.33	 6	  0.90	<	  8.0	 	-2.18	      	154	     	 0.25	 0.18	-4.79	 0.21	  0
3-3-3323	07 52 50.72	-60 54 17.60	 0.290	17.92	15.65	13.54	24	  3.09	 	 79.5	 	-1.30	 0.014	 57	-2.29	 0.52	 0.59	-4.41	 0.54	  1
3-3-3637	07 53 00.56	-60 48 09.40	11.614	17.67	15.49	13.32	32	  0.01	<	  8.0	 	-1.25	 0.006	 53	-0.66	 0.20	 0.21	-4.83	 0.56	  1
3-3-3724	07 53 02.58	-60 50 25.90	 0.328	16.47	14.79	12.81	40	  0.68	 	 95.9	 	-1.02	 0.045	 41	-2.10	 0.53	 0.74	-4.35	 0.66	  1
3-3-3858	07 53 05.00	-60 51 57.54	      	21.02	17.79	15.01	 7	  2.42	 	 11.2	 	-2.05	      	134	     	 0.32	 0.28	-4.70	 0.23	  0
3-3-4100	07 53 15.49	-60 48 21.09	      	15.80	14.18	12.53	53	106.30	<	  8.0	*	-0.78	      	 31	     	 0.03	 0.00	-5.62	 0.74	  0
3-4-3738	07 53 10.31	-60 46 39.90	 2.205	18.49	16.03	13.74	23	  0.72	 	  9.4	 	-1.44	 0.017	 66	-1.48	 0.40	 0.51	-4.53	 0.49	  1
3-4-3791	07 53 11.78	-60 41 38.90	 4.578	17.97	15.74	13.79	23	  1.10	<	  8.0	 	-1.34	 0.013	 59	-1.11	 0.35	 0.50	-4.58	 0.53	  1
3-4-4335	07 53 29.35	-60 42 59.07	      	19.69	16.92	14.64	14	  5.99	<	  8.0	*	-1.77	      	 96	     	 0.08	 0.00	-5.26	 0.36	  0
3-5-1009	07 54 10.61	-61 07 35.00	 0.780	20.60	17.61	15.18	 8	  0.69	 	 10.7	 	-2.01	 0.026	127	-2.21	 0.30	 0.23	-4.71	 0.25	  1
3-5-1035	07 54 11.48	-61 07 44.45	      	19.42	16.67	14.11	16	  1.03	 	 61.6	 	-1.67	      	 86	     	 0.39	 0.51	-4.56	 0.40	  0
3-5-1300	07 54 20.18	-61 06 26.50	 2.977	19.19	16.51	14.27	17	  1.42	<	  8.0	 	-1.62	 0.009	 81	-1.44	 0.34	 0.37	-4.62	 0.42	  1
3-5-1317	07 54 20.89	-61 06 12.23	      	16.50	14.94	13.08	41	 56.02	<	  8.0	*	-1.08	      	 43	     	-0.19	-0.18	     	 0.64	  0
3-5-1999	07 54 44.79	-61 07 55.22	      	18.77	16.37	14.16	17	 15.31	 	  8.8	*	-1.58	      	 78	     	 0.01	 0.00	-6.00	 0.44	  0
3-5-2009	07 54 45.90	-61 09 55.10	      	20.85	17.96	15.08	 7	 30.32	<	  8.0	*	-2.17	      	153	     	 0.01	-0.03	-6.39	 0.21	  0
3-5-2482	07 55 02.38	-61 10 37.60	 2.911	18.19	15.75	13.50	29	  1.02	 	  8.9	 	-1.33	 0.011	 58	-1.30	 0.50	 0.53	-4.43	 0.53	  1
3-5-2531	07 55 03.96	-61 05 52.93	      	16.42	14.29	12.42	64	 59.58	<	  8.0	*	-0.77	      	 31	     	-0.02	-0.02	     	 0.73	  0
3-5-2593	07 55 06.68	-61 07 13.30	 6.372	18.22	15.91	13.74	26	  0.87	<	  8.0	 	-1.41	 0.005	 64	-1.00	 0.18	 0.20	-4.88	 0.50	  1
3-5-2773	07 55 12.88	-61 09 39.97	      	19.61	16.90	14.82	15	 16.82	<	  8.0	*	-1.77	      	 96	     	 0.03	-0.01	-5.69	 0.36	  0
3-5-2861	07 55 16.41	-61 13 37.10	 8.634	17.46	15.38	13.43	37	  0.49	<	  8.0	 	-1.21	 0.012	 51	-0.77	 0.34	 0.42	-4.59	 0.58	  1
3-5-2879	07 55 17.64	-61 14 18.52	      	20.70	17.65	15.20	10	  0.51	 	 19.0	 	-2.02	      	128	     	 0.20	 0.21	-4.88	 0.25	  0
3-5-3013	07 55 22.13	-61 09 23.15	      	15.77	14.48	12.78	61	  1.24	<	  8.0	 	-0.87	      	 34	     	 0.18	 0.25	-4.86	 0.70	  0
3-5-3184	07 55 28.15	-61 10 29.50	 3.537	18.70	16.18	13.95	25	  0.16	<	  8.0	 	-1.50	 0.007	 71	-1.30	 0.47	 0.50	-4.46	 0.47	  1
3-5-3200	07 55 28.89	-61 13 34.90	 4.968	18.78	16.26	14.07	24	  1.39	<	  8.0	 	-1.53	 0.006	 73	-1.17	 0.50	 0.52	-4.44	 0.46	  1
3-5-3259	07 55 31.05	-61 10 42.70	      	18.63	16.13	13.81	24	  0.12	 	 11.2	 	-1.48	      	 69	     	 0.48	 0.50	-4.45	 0.47	  0
3-5-3333	07 55 34.53	-61 10 01.51	      	19.60	16.69	14.26	19	 22.12	<	  8.0	*	-1.66	      	 85	     	 0.06	-0.05	-5.42	 0.39	  0
3-5-3341	07 55 34.48	-61 11 52.87	      	16.66	14.93	12.96	49	  1.27	<	  8.0	 	-1.08	      	 44	     	 0.29	 0.35	-4.61	 0.64	  0
3-5-3354	07 55 35.48	-61 06 49.04	      	21.85	18.38	15.33	 5	  0.62	 	 52.2	 	-2.25	      	168	     	 0.11	 0.13	-5.18	 0.17	  0
3-5-3418	07 55 38.45	-61 13 47.51	      	21.08	18.05	15.44	 6	 30.38	 	 23.1	*	-2.18	      	155	     	-0.14	-0.01	     	 0.20	  0
3-5-366 	07 53 46.86	-61 13 50.02	      	20.82	17.61	14.85	 7	  2.01	 	 36.8	 	-1.98	      	123	     	 0.17	 0.31	-4.97	 0.25	  0
3-5-3702	07 55 47.46	-61 07 25.88	      	20.19	17.03	14.43	15	 18.38	 	 10.9	*	-1.75	      	 95	     	 1.24	 1.47	-4.11	 0.34	  0
3-5-3764	07 55 51.98	-61 13 21.10	 1.216	16.83	15.07	13.04	39	  0.39	 	 24.0	 	-1.14	 0.049	 47	-1.58	 0.53	 0.64	-4.35	 0.62	  1
3-5-399 	07 53 47.82	-61 11 59.85	      	20.01	17.08	14.53	11	 50.54	<	  8.0	*	-1.81	      	101	     	-0.01	-0.06	     	 0.33	  0
3-5-3994	07 56 01.95	-61 09 02.24	      	18.29	15.73	13.51	33	  0.15	 	 27.7	 	-1.32	      	 57	     	 0.46	 0.53	-4.48	 0.53	  0
3-5-453 	07 53 49.50	-61 11 39.42	      	16.19	14.64	12.59	43	  1.65	 	 49.4	 	-0.96	      	 38	     	 0.54	 0.67	-4.36	 0.68	  0
3-5-454 	07 53 49.61	-61 10 45.42	      	20.63	17.62	15.07	 7	  0.23	 	 24.7	 	-2.01	      	127	     	 0.21	 0.21	-4.85	 0.25	  0
3-5-517 	07 53 52.06	-61 11 47.20	      	18.21	15.57	13.19	29	  2.12	 	 19.3	*	-1.25	      	 53	     	 0.41	 0.42	-4.53	 0.55	  0
3-5-679 	07 53 57.06	-61 06 13.50	 1.747	19.03	16.37	14.02	18	  1.18	 	 13.0	 	-1.56	 0.023	 76	-1.64	 0.56	 0.50	-4.40	 0.44	  1
3-5-767 	07 54 00.76	-61 06 26.40	 1.685	19.07	16.46	14.08	17	  1.90	 	 17.3	 	-1.61	 0.016	 80	-1.68	 0.34	 0.39	-4.61	 0.43	  1
3-5-778 	07 54 01.53	-61 08 36.04	      	20.35	17.41	15.01	 7	  3.82	 	 41.8	 	-1.94	      	117	     	 0.41	 0.32	-4.57	 0.28	  0
3-5-854 	07 54 04.22	-61 10 10.84	      	18.72	16.26	14.04	21	  0.80	<	  8.0	 	-1.53	      	 74	     	 0.22	 0.21	-4.80	 0.46	  0
3-5-998 	07 54 09.43	-61 07 55.50	      	16.06	14.63	12.84	49	  0.64	<	  8.0	 	-0.94	      	 37	     	 0.15	 0.22	-4.93	 0.68	  0
3-6-1162	07 54 12.66	-61 01 53.10	 0.282	20.52	17.56	15.14	 8	  0.09	 	 52.3	 	-1.99	 0.021	125	-2.65	 0.14	 0.26	-5.04	 0.26	  1
3-6-1200	07 54 13.25	-60 57 12.10	 5.808	18.24	15.89	13.60	26	  0.78	<	  8.0	 	-1.39	 0.009	 63	-1.03	 0.44	 0.49	-4.49	 0.51	  1
3-6-1277	07 54 16.55	-60 59 51.74	      	19.01	16.44	14.12	16	  0.84	 	 28.4	 	-1.60	      	 80	     	 0.48	 0.50	-4.46	 0.43	  0
3-6-1367	07 54 19.25	-60 57 13.38	      	18.54	16.22	13.82	21	 14.46	<	  8.0	*	-1.53	      	 73	     	 0.04	 0.01	-5.55	 0.46	  0
3-6-1424	07 54 21.18	-60 58 13.10	 0.418	18.18	15.86	13.60	26	  0.52	 	 34.4	 	-1.39	 0.016	 62	-2.17	 0.64	 0.69	-4.32	 0.51	  1
3-6-2189	07 54 47.52	-60 57 59.00	 1.915	16.94	14.97	12.90	41	  1.05	 	 16.5	 	-1.05	 0.028	 42	-1.34	 0.47	 0.56	-4.44	 0.64	  1
3-6-2424	07 54 56.36	-61 05 11.70	 0.491	18.54	16.07	13.70	26	  0.74	 	 31.4	 	-1.46	 0.016	 67	-2.14	 0.44	 0.55	-4.49	 0.48	  1
3-6-2510	07 54 59.53	-61 04 22.70	 3.066	18.11	15.70	13.35	33	  0.83	<	  8.0	 	-1.31	 0.009	 57	-1.27	 0.51	 0.56	-4.43	 0.53	  1
3-6-2534	07 55 00.67	-60 59 52.70	 0.893	20.37	17.43	14.94	 7	  3.21	<	  8.0	*	-1.94	 0.017	118	-2.12	 0.37	 0.17	-4.61	 0.28	  1
3-6-257 	07 53 39.51	-60 57 04.40	 1.638	19.98	17.18	14.62	 9	  1.36	 	  9.1	 	-1.87	 0.015	108	-1.82	 0.20	 0.43	-4.85	 0.32	  1
3-6-2616	07 55 03.41	-60 59 30.98	      	20.34	17.30	14.85	 9	  3.71	 	 42.7	 	-1.88	      	109	     	 0.14	 0.38	-5.05	 0.30	  0
3-6-2656	07 55 05.03	-60 59 30.70	 0.777	15.90	14.52	12.55	53	 58.71	 	 39.8	*	-0.90	 0.015	 35	-1.66	 0.49	 0.67	-4.42	 0.70	  1
3-6-2779	07 55 09.57	-60 57 02.30	11.522	16.35	14.80	13.04	42	 29.50	<	  8.0	*	-1.02	 0.012	 41	-0.55	 0.07	 0.12	-5.28	 0.66	  1
3-6-3057	07 55 18.64	-60 56 50.20	 2.155	19.54	16.83	14.55	11	  1.11	 	 14.6	 	-1.74	 0.010	 93	-1.64	 0.41	 0.39	-4.53	 0.37	  1
3-6-3232	07 55 24.03	-61 01 45.20	 0.409	16.02	14.52	12.75	49	  1.37	 	 68.1	 	-0.91	 0.023	 36	-1.94	 0.55	 0.74	-4.36	 0.70	  1
3-6-3289	07 55 26.56	-61 04 09.70	      	20.21	17.23	14.73	11	  3.93	<	  8.0	*	-1.86	      	107	     	 0.12	 0.02	-5.11	 0.31	  0
3-6-3363	07 55 28.97	-61 04 40.40	 5.126	17.82	15.62	13.47	34	  0.40	<	  8.0	 	-1.30	 0.013	 56	-1.04	 0.43	 0.49	-4.49	 0.55	  1
3-6-3495	07 55 34.00	-61 02 41.77	      	20.76	17.66	14.95	 9	  2.51	 	 21.7	 	-2.01	      	128	     	 0.31	 0.33	-4.70	 0.25	  0
3-6-3532	07 55 34.89	-60 58 27.00	 0.384	19.42	16.73	14.41	12	  3.82	 	 44.9	 	-1.70	 0.016	 89	-2.37	 0.30	 0.26	-4.66	 0.39	  1
3-6-3671	07 55 40.01	-61 01 15.90	 2.800	17.78	15.57	13.39	29	  0.45	<	  8.0	 	-1.28	 0.013	 55	-1.29	 0.50	 0.58	-4.42	 0.55	  1
3-6-3688	07 55 40.27	-60 59 34.02	      	16.73	14.69	12.71	47	 12.64	 	  9.7	*	-0.93	      	 37	     	-0.01	-0.03	     	 0.67	  0
3-6-3743	07 55 42.29	-61 04 07.10	 3.619	19.38	16.68	14.36	17	  0.65	<	  8.0	 	-1.68	 0.010	 87	-1.38	 0.31	 0.34	-4.65	 0.39	  1
3-6-3858	07 55 46.56	-60 59 40.60	14.453	17.96	15.75	13.63	28	 19.69	 	 60.7	*	-1.35	 0.005	 59	-0.61	 0.28	 0.30	-4.67	 0.53	  1
3-6-3868	07 55 46.34	-60 56 23.69	      	17.97	15.64	13.23	24	 21.31	<	  8.0	*	-1.30	      	 56	     	 0.00	 0.01	     	 0.54	  0
3-6-3886	07 55 47.75	-61 00 49.00	 0.596	19.55	16.83	14.35	12	  1.53	 	 37.8	 	-1.74	 0.015	 93	-2.19	 0.34	 0.27	-4.62	 0.37	  1
3-6-3905	07 55 49.00	-61 04 55.69	      	19.65	16.76	14.15	16	  0.26	 	 17.8	 	-1.69	      	 88	     	 0.37	 0.31	-4.61	 0.38	  0
3-6-3999	07 55 51.41	-60 58 01.47	      	16.67	14.89	12.84	39	  1.32	 	 54.0	 	-1.06	      	 43	     	 0.53	 0.70	-4.35	 0.65	  0
